Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Event Category and Basics/button_Event Basics_startup""))",Chrome 147.0.7727.102,,,28-04-2026 10:17:56,28-04-2026 10:17:57,0.467s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Event Category and Basics/button_Event Basics_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:17:57,28-04-2026 10:17:58,0.672s,PASSED
"enhancedClick(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventEndDate""))",Chrome 147.0.7727.102,,,28-04-2026 10:17:58,28-04-2026 10:18:04,6.159s,PASSED
"com.utils.CalendarHelper.selectDate(startMY, startDate)",Chrome 147.0.7727.102,,,28-04-2026 10:18:04,28-04-2026 10:18:09,5.120s,PASSED
"enhancedClick(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventStartDate""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:09,28-04-2026 10:18:09,0.614s,PASSED
"com.utils.CalendarHelper.selectDate(endMY, endDate)",Chrome 147.0.7727.102,,,28-04-2026 10:18:09,28-04-2026 10:18:14,4.608s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventStartTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:14,28-04-2026 10:18:15,0.626s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:15,28-04-2026 10:18:15,0.612s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:15,28-04-2026 10:18:16,0.435s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventEndTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:16,28-04-2026 10:18:16,0.424s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:16,28-04-2026 10:18:17,0.633s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:17,28-04-2026 10:18:17,0.410s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/input_DateAndLocation_physicalVenue""), location)",Chrome 147.0.7727.102,,,28-04-2026 10:18:17,28-04-2026 10:18:18,0.905s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/input_DateAndLocation_physicalLocation""), location)",Chrome 147.0.7727.102,,,28-04-2026 10:18:18,28-04-2026 10:18:19,0.970s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Location Configuration/div_eventLocation_selectionAddress""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:19,28-04-2026 10:18:21,1.705s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Date and Location/button_DateLocation_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:21,28-04-2026 10:18:21,0.382s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Media and Branding/input_mediaBranding_social-facebook""), fbUrl, OPTIONAL)",Chrome 147.0.7727.102,,,28-04-2026 10:18:21,28-04-2026 10:18:28,6.531s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Media and Branding/input_mediaBranding_social-instagram""), igUrl, OPTIONAL)",Chrome 147.0.7727.102,,,28-04-2026 10:18:28,28-04-2026 10:18:29,1.082s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Media and Branding/button_mediaBranding_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:29,28-04-2026 10:18:29,0.512s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_addSession""), 10)",Chrome 147.0.7727.102,,,28-04-2026 10:18:29,28-04-2026 10:18:35,5.937s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_addSession""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:35,28-04-2026 10:18:36,0.400s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input__BuildSchedule_location""), location)",Chrome 147.0.7727.102,,,28-04-2026 10:18:36,28-04-2026 10:18:37,1.219s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_startTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:37,28-04-2026 10:18:37,0.404s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:37,28-04-2026 10:18:38,0.715s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:38,28-04-2026 10:18:38,0.424s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_endTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:38,28-04-2026 10:18:39,0.440s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:39,28-04-2026 10:18:39,0.685s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:18:39,28-04-2026 10:18:40,0.378s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input_BuildSchedule_sessionTitle""), title)",Chrome 147.0.7727.102,,,28-04-2026 10:18:40,28-04-2026 10:18:41,0.898s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input_BuildSchedule_sessionSpeaker""), speaker)",Chrome 147.0.7727.102,,,28-04-2026 10:18:41,28-04-2026 10:18:42,0.819s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input_BuildSchedule_streamingLink""), link)",Chrome 147.0.7727.102,,,28-04-2026 10:18:42,28-04-2026 10:18:43,1.003s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/textarea_BuildSchedule_descriptionNotes""), desc)",Chrome 147.0.7727.102,,,28-04-2026 10:18:43,28-04-2026 10:18:44,1.183s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:44,28-04-2026 10:18:44,0.616s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_policyDetails_AI suggest""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:44,28-04-2026 10:18:50,5.913s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_tandC_AI suggest""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:50,28-04-2026 10:18:55,4.278s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_Next""), 10)",Chrome 147.0.7727.102,,,28-04-2026 10:18:55,28-04-2026 10:18:58,3.726s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:58,28-04-2026 10:18:59,0.473s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/TandN and Add Details/button_tandn_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:18:59,28-04-2026 10:19:04,5.476s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/TandN and Add Details/input_addDet_eventDesc""), eventDesc)",Chrome 147.0.7727.102,,,28-04-2026 10:19:04,28-04-2026 10:19:11,6.739s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/TandN and Add Details/button_addDet_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:19:11,28-04-2026 10:19:12,0.666s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Preview and Publish/button_Publish""), 20)",Chrome 147.0.7727.102,,,28-04-2026 10:19:12,28-04-2026 10:19:20,8.065s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Preview and Publish/button_Publish""))",Chrome 147.0.7727.102,,,28-04-2026 10:19:20,28-04-2026 10:19:20,0.393s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_marQ - Event Management/Dashboard/events_Logo""), 15)",Chrome 147.0.7727.102,,,28-04-2026 10:19:20,28-04-2026 10:19:35,15.000s,PASSED
closeBrowser(),Chrome 147.0.7727.102,,,28-04-2026 10:19:35,28-04-2026 10:19:35,0.353s,PASSED
,,,,,,,
Test Cases/6. RSVP Booking Flow/TC16 - RSVP Booking Event Flow Online,Chrome 147.0.7727.102,,,28-04-2026 10:19:35,28-04-2026 10:22:02,2m - 27.021s,PASSED
"testData = [""url"":""https://marq.iscriptsdemo.com/login"", ""email"":""success.test@yopmail.com"", ""pass"":""Test@123"", ""prompt"":""Create a RSVP-Based Booking Test Event"", ... ]",Chrome 147.0.7727.102,,,28-04-2026 10:19:36,28-04-2026 10:19:36,0.003s,PASSED
openBrowser(url),Chrome 147.0.7727.102,,,28-04-2026 10:19:36,28-04-2026 10:19:42,6.020s,PASSED
maximizeWindow(),Chrome 147.0.7727.102,,,28-04-2026 10:19:42,28-04-2026 10:19:42,0.102s,PASSED
"setText(findTestObject(""Page_marQ - Event Management/Logout/input_Enter Your Email Address""), email)",Chrome 147.0.7727.102,,,28-04-2026 10:19:42,28-04-2026 10:19:44,2.548s,PASSED
"setText(findTestObject(""Page_marQ - Event Management/Logout/input_Enter Your Password""), pass)",Chrome 147.0.7727.102,,,28-04-2026 10:19:44,28-04-2026 10:19:45,0.770s,PASSED
"click(findTestObject(""Page_marQ - Event Management/Logout/input_logIn_loginbtn_LnnFD""))",Chrome 147.0.7727.102,,,28-04-2026 10:19:45,28-04-2026 10:19:46,0.405s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/AI Event Flow/button_Create Event""), 30)",Chrome 147.0.7727.102,,,28-04-2026 10:19:46,28-04-2026 10:19:59,13.355s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/AI Event Flow/button_Create Event""))",Chrome 147.0.7727.102,,,28-04-2026 10:19:59,28-04-2026 10:19:59,0.400s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/AI Event Flow/textarea_AI_eventPrompt""), prompt)",Chrome 147.0.7727.102,,,28-04-2026 10:19:59,28-04-2026 10:20:02,2.219s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/AI Event Flow/button_Generate Setup""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:02,28-04-2026 10:20:02,0.611s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/AI Event Flow/button_Continue to Event Setup""), 30)",Chrome 147.0.7727.102,,,28-04-2026 10:20:02,28-04-2026 10:20:08,6.261s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/AI Event Flow/button_Continue to Event Setup""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:08,28-04-2026 10:20:09,0.517s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/AI Event Flow/button_Continue to Event Setup_Draft""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:09,28-04-2026 10:20:12,3.469s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_EventCategory_rsvpEvent""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:12,28-04-2026 10:20:16,3.444s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Event Category and Basics/button_Save draft  Continue""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:16,28-04-2026 10:20:16,0.373s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Event Category and Basics/input_Event Basics_eventName""), eventName)",Chrome 147.0.7727.102,,,28-04-2026 10:20:16,28-04-2026 10:20:26,9.817s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Event Category and Basics/button_Event Basics_startup""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:26,28-04-2026 10:20:26,0.460s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Event Category and Basics/button_Event Basics_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:26,28-04-2026 10:20:27,0.633s,PASSED
"enhancedClick(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventEndDate""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:27,28-04-2026 10:20:34,6.784s,PASSED
"com.utils.CalendarHelper.selectDate(startMY, startDate)",Chrome 147.0.7727.102,,,28-04-2026 10:20:34,28-04-2026 10:20:39,4.802s,PASSED
"enhancedClick(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventStartDate""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:39,28-04-2026 10:20:39,0.587s,PASSED
"com.utils.CalendarHelper.selectDate(endMY, endDate)",Chrome 147.0.7727.102,,,28-04-2026 10:20:39,28-04-2026 10:20:44,4.598s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventStartTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:44,28-04-2026 10:20:45,0.659s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:20:45,28-04-2026 10:20:45,0.669s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:20:45,28-04-2026 10:20:46,0.417s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_eventEndTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:46,28-04-2026 10:20:46,0.390s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:20:46,28-04-2026 10:20:47,0.642s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:20:47,28-04-2026 10:20:47,0.437s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/button_DateAndLocation_Online Event""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:47,28-04-2026 10:20:48,0.428s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_selectPlatform""), platform, false)",Chrome 147.0.7727.102,,,28-04-2026 10:20:48,28-04-2026 10:20:48,0.971s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/input_DateAndLocation_streamingUrl""), streamUrl)",Chrome 147.0.7727.102,,,28-04-2026 10:20:48,28-04-2026 10:20:50,1.317s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Date and Location/button_DateLocation_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:50,28-04-2026 10:20:50,0.397s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Media and Branding/input_mediaBranding_social-facebook""), fbUrl, OPTIONAL)",Chrome 147.0.7727.102,,,28-04-2026 10:20:50,28-04-2026 10:20:56,5.667s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Media and Branding/input_mediaBranding_social-instagram""), igUrl, OPTIONAL)",Chrome 147.0.7727.102,,,28-04-2026 10:20:56,28-04-2026 10:20:57,1.149s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Media and Branding/button_mediaBranding_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:20:57,28-04-2026 10:20:58,0.497s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_addSession""), 10)",Chrome 147.0.7727.102,,,28-04-2026 10:20:58,28-04-2026 10:21:03,5.715s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_addSession""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:03,28-04-2026 10:21:04,0.424s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input__BuildSchedule_location""), location)",Chrome 147.0.7727.102,,,28-04-2026 10:21:04,28-04-2026 10:21:05,1.231s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_startTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:05,28-04-2026 10:21:05,0.523s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:21:05,28-04-2026 10:21:06,0.722s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:21:06,28-04-2026 10:21:07,0.472s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_endTime""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:07,28-04-2026 10:21:07,0.444s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeHour"", [""hourValue"":hour]))",Chrome 147.0.7727.102,,,28-04-2026 10:21:07,28-04-2026 10:21:08,0.695s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Non-Seat Booking Flow/select_DateAndLocation_timeMinute"", [""minuteValue"":min]))",Chrome 147.0.7727.102,,,28-04-2026 10:21:08,28-04-2026 10:21:08,0.410s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input_BuildSchedule_sessionTitle""), title)",Chrome 147.0.7727.102,,,28-04-2026 10:21:08,28-04-2026 10:21:09,0.932s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input_BuildSchedule_sessionSpeaker""), speaker)",Chrome 147.0.7727.102,,,28-04-2026 10:21:09,28-04-2026 10:21:10,0.867s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/input_BuildSchedule_streamingLink""), link)",Chrome 147.0.7727.102,,,28-04-2026 10:21:10,28-04-2026 10:21:11,1.116s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/textarea_BuildSchedule_descriptionNotes""), desc)",Chrome 147.0.7727.102,,,28-04-2026 10:21:11,28-04-2026 10:21:12,1.117s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/RSVP Booking Flow/button_BuildSchedule_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:12,28-04-2026 10:21:13,0.703s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_policyDetails_AI suggest""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:13,28-04-2026 10:21:19,6.044s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_tandC_AI suggest""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:19,28-04-2026 10:21:23,3.821s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_Next""), 10)",Chrome 147.0.7727.102,,,28-04-2026 10:21:23,28-04-2026 10:21:29,6.459s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Terms and Settings/button_tands_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:29,28-04-2026 10:21:30,0.371s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/TandN and Add Details/button_tandn_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:30,28-04-2026 10:21:35,5.420s,PASSED
"setText(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/TandN and Add Details/input_addDet_eventDesc""), eventDesc)",Chrome 147.0.7727.102,,,28-04-2026 10:21:35,28-04-2026 10:21:41,5.957s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/TandN and Add Details/button_addDet_Next""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:41,28-04-2026 10:21:42,0.613s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Preview and Publish/button_Publish""), 20)",Chrome 147.0.7727.102,,,28-04-2026 10:21:42,28-04-2026 10:21:49,7.251s,PASSED
"click(findTestObject(""Object Repository/Page_marQ - Event Management/Seat Booking Flow/Preview and Publish/button_Publish""))",Chrome 147.0.7727.102,,,28-04-2026 10:21:49,28-04-2026 10:21:49,0.406s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_marQ - Event Management/Dashboard/events_Logo""), 15)",Chrome 147.0.7727.102,,,28-04-2026 10:21:49,28-04-2026 10:22:02,12.928s,PASSED
closeBrowser(),Chrome 147.0.7727.102,,,28-04-2026 10:22:02,28-04-2026 10:22:02,0.318s,PASSED
